recommendation_id,exception_id,agent_name,confidence_score,recommended_action,draft_subject,draft_message,approval_status,created_on
AR00000707,EX00000707,SUPPLIER_ACK_AGENT,0.76,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000163,"Hello, please provide an update for PO 4500000163 item 00030. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00000708,EX00000708,PO_OVERDUE_AGENT,0.91,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000163,"Hello, please provide an update for PO 4500000163 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000709,EX00000709,PO_OVERDUE_AGENT,0.77,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000163,"Hello, please provide an update for PO 4500000163 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000710,EX00000710,PO_OVERDUE_AGENT,0.89,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000163,"Hello, please provide an update for PO 4500000163 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000711,EX00000711,SUPPLIER_ACK_AGENT,0.68,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000164,"Hello, please provide an update for PO 4500000164 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00000712,EX00000712,SUPPLIER_ACK_AGENT,0.78,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000164,"Hello, please provide an update for PO 4500000164 item 00030. Request split shipment or alternate source review.",REJECTED,2026-05-28
AR00000713,EX00000713,SUPPLIER_ACK_AGENT,0.78,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000164,"Hello, please provide an update for PO 4500000164 item 00030. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00000714,EX00000714,SUPPLIER_ACK_AGENT,0.69,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000164,"Hello, please provide an update for PO 4500000164 item 00030. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00000715,EX00000715,SUPPLIER_ACK_AGENT,0.78,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000165,"Hello, please provide an update for PO 4500000165 item 00010. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00000716,EX00000716,SUPPLIER_ACK_AGENT,0.86,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000165,"Hello, please provide an update for PO 4500000165 item 00010. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00000717,EX00000717,PO_OVERDUE_AGENT,0.95,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000167,"Hello, please provide an update for PO 4500000167 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000718,EX00000718,PO_OVERDUE_AGENT,0.82,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000167,"Hello, please provide an update for PO 4500000167 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000719,EX00000719,SUPPLIER_ACK_AGENT,0.82,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000167,"Hello, please provide an update for PO 4500000167 item 00020. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00000720,EX00000720,PO_OVERDUE_AGENT,0.96,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000167,"Hello, please provide an update for PO 4500000167 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000721,EX00000721,PO_OVERDUE_AGENT,0.86,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000167,"Hello, please provide an update for PO 4500000167 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000722,EX00000722,PO_OVERDUE_AGENT,0.73,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000167,"Hello, please provide an update for PO 4500000167 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000723,EX00000723,PO_OVERDUE_AGENT,0.68,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000167,"Hello, please provide an update for PO 4500000167 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000724,EX00000724,PO_OVERDUE_AGENT,0.87,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000167,"Hello, please provide an update for PO 4500000167 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000725,EX00000725,PO_OVERDUE_AGENT,0.87,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000167,"Hello, please provide an update for PO 4500000167 item 00060. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000726,EX00000726,SUPPLIER_ACK_AGENT,0.78,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000167,"Hello, please provide an update for PO 4500000167 item 00060. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00000727,EX00000727,PO_OVERDUE_AGENT,0.8,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000167,"Hello, please provide an update for PO 4500000167 item 00070. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000728,EX00000728,PO_OVERDUE_AGENT,0.77,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000168,"Hello, please provide an update for PO 4500000168 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000729,EX00000729,PO_OVERDUE_AGENT,0.85,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000168,"Hello, please provide an update for PO 4500000168 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000730,EX00000730,PO_OVERDUE_AGENT,0.77,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000168,"Hello, please provide an update for PO 4500000168 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000731,EX00000731,PO_OVERDUE_AGENT,0.83,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000168,"Hello, please provide an update for PO 4500000168 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000732,EX00000732,SUPPLIER_ACK_AGENT,0.8,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000168,"Hello, please provide an update for PO 4500000168 item 00040. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00000733,EX00000733,PO_OVERDUE_AGENT,0.82,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000168,"Hello, please provide an update for PO 4500000168 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000734,EX00000734,PO_OVERDUE_AGENT,0.81,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000168,"Hello, please provide an update for PO 4500000168 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000735,EX00000735,PO_OVERDUE_AGENT,0.84,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000168,"Hello, please provide an update for PO 4500000168 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000736,EX00000736,PO_OVERDUE_AGENT,0.91,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000168,"Hello, please provide an update for PO 4500000168 item 00070. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000737,EX00000737,PO_OVERDUE_AGENT,0.74,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000170,"Hello, please provide an update for PO 4500000170 item 00020. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00000738,EX00000738,PO_OVERDUE_AGENT,0.76,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000170,"Hello, please provide an update for PO 4500000170 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000739,EX00000739,PO_OVERDUE_AGENT,0.93,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000170,"Hello, please provide an update for PO 4500000170 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000740,EX00000740,SUPPLIER_ACK_AGENT,0.79,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000170,"Hello, please provide an update for PO 4500000170 item 00050. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00000741,EX00000741,PO_OVERDUE_AGENT,0.83,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000172,"Hello, please provide an update for PO 4500000172 item 00010. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00000742,EX00000742,PO_OVERDUE_AGENT,0.73,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000173,"Hello, please provide an update for PO 4500000173 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000743,EX00000743,PO_OVERDUE_AGENT,0.83,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000173,"Hello, please provide an update for PO 4500000173 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000744,EX00000744,PO_OVERDUE_AGENT,0.79,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000173,"Hello, please provide an update for PO 4500000173 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000745,EX00000745,PO_OVERDUE_AGENT,0.72,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000173,"Hello, please provide an update for PO 4500000173 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000746,EX00000746,SUPPLIER_ACK_AGENT,0.72,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000173,"Hello, please provide an update for PO 4500000173 item 00030. Send acknowledgement reminder and escalate if no response in 24 hours.",SENT,2026-05-28
AR00000747,EX00000747,PO_OVERDUE_AGENT,0.72,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000173,"Hello, please provide an update for PO 4500000173 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000748,EX00000748,PO_OVERDUE_AGENT,0.94,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000173,"Hello, please provide an update for PO 4500000173 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000749,EX00000749,SUPPLIER_ACK_AGENT,0.72,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000173,"Hello, please provide an update for PO 4500000173 item 00060. Send acknowledgement reminder and escalate if no response in 24 hours.",SENT,2026-05-28
AR00000750,EX00000750,SUPPLIER_ACK_AGENT,0.81,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000174,"Hello, please provide an update for PO 4500000174 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00000751,EX00000751,PO_OVERDUE_AGENT,0.8,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000174,"Hello, please provide an update for PO 4500000174 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000752,EX00000752,SUPPLIER_ACK_AGENT,0.78,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000175,"Hello, please provide an update for PO 4500000175 item 00010. Request split shipment or alternate source review.",PENDING,2026-05-28
